lossy_count memory usage (k=2000)
\begin{tabular}{lllrrr}
\hline
 Word                      & isNewWord   & Word Count   &   Delta &   Memory Usage &   \#Buckets \\
 roméo                     & False       & 115          &       7 &         246664 &       1521 \\
 devienne                  & True        & 8            &       7 &         246728 &       1522 \\
 sceau                     & True        & 8            &       7 &         246784 &       1523 \\
 dun                       & False       & 56           &       7 &         246784 &       1523 \\
 autre                     & False       & 18           &       7 &         246784 &       1523 \\
 titre                     & True        & 8            &       7 &         246840 &       1524 \\
 avant                     & False       & 26           &       7 &         246840 &       1524 \\
 coeur                     & False       & 29           &       7 &         246872 &       1524 \\
 fidèle                    & False       & 10           &       7 &         246872 &       1524 \\
 déloyale                  & True        & 8            &       7 &         246960 &       1525 \\
 trahison                  & True        & 8            &       7 &         247024 &       1526 \\
 déclare                   & True        & 8            &       7 &         247104 &       1527 \\
 autre                     & False       & 19           &       7 &         247104 &       1527 \\
 ceci                      & False       & 12           &       7 &         247104 &       1527 \\
 fera                      & False       & 9            &       7 &         247104 &       1527 \\
 périr                     & False       & 8            &       7 &         247104 &       1527 \\
 tous                      & False       & 41           &       7 &         247104 &       1527 \\
 deux                      & False       & 53           &       7 &         247136 &       1527 \\
 ainsi                     & False       & 37           &       7 &         247104 &       1527 \\
 cherche                   & True        & 8            &       7 &         247160 &       1528 \\
 lexpérience               & True        & 8            &       7 &         247248 &       1529 \\
 longue                    & True        & 8            &       7 &         247304 &       1530 \\
 vie                       & False       & 19           &       7 &         247304 &       1530 \\
 conseil                   & True        & 8            &       7 &         247360 &       1531 \\
 donner                    & False       & 9            &       7 &         247360 &       1531 \\
 moment                    & False       & 18           &       7 &         247360 &       1531 \\
 bien                      & False       & 89           &       7 &         247360 &       1531 \\
 vois                      & False       & 14           &       7 &         247360 &       1531 \\
 poignard                  & False       & 9            &       7 &         247360 &       1531 \\
 sanglant                  & True        & 8            &       7 &         247424 &       1532 \\
 deviendra                 & True        & 8            &       7 &         247488 &       1533 \\
 médiateur                 & True        & 8            &       7 &         247576 &       1534 \\
 entre                     & False       & 27           &       7 &         247576 &       1534 \\
 lextrémité                & True        & 8            &       7 &         247664 &       1535 \\
 où                        & False       & 53           &       7 &         247664 &       1535 \\
 décidera                  & True        & 8            &       7 &         247752 &       1536 \\
 arbitre                   & True        & 8            &       7 &         247808 &       1537 \\
 lumières                  & True        & 8            &       7 &         247896 &       1538 \\
 années                    & True        & 8            &       7 &         247976 &       1539 \\
 réunies                   & True        & 8            &       7 &         248056 &       1540 \\
 nauront                   & True        & 8            &       7 &         248112 &       1541 \\
 pu                        & False       & 10           &       7 &         248112 &       1541 \\
 conduire                  & True        & 8            &       7 &         248176 &       1542 \\
 issue                     & True        & 8            &       7 &         248232 &       1543 \\
 digne                     & False       & 9            &       7 &         248232 &       1543 \\
 véritable                 & False       & 8            &       7 &         248232 &       1543 \\
 honneur                   & True        & 8            &       7 &         248288 &       1544 \\
 si                        & False       & 126          &       7 &         248288 &       1544 \\
 lent                      & True        & 8            &       7 &         248344 &       1545 \\
 répondre                  & False       & 9            &       7 &         248344 &       1545 \\
 tarde                     & True        & 8            &       7 &         248400 &       1546 \\
 mourir                    & False       & 10           &       7 &         248400 &       1546 \\
 si                        & False       & 127          &       7 &         248368 &       1546 \\
 réponse                   & False       & 10           &       7 &         248368 &       1546 \\
 parle                     & False       & 13           &       7 &         248368 &       1546 \\
 moyens                    & False       & 10           &       7 &         248368 &       1546 \\
 salut                     & True        & 8            &       7 &         248424 &       1547 \\
 frère                     & False       & 57           &       7 &         248456 &       1547 \\
 laurencearrête            & False       & 8            &       7 &         248456 &       1547 \\
 fille                     & False       & 29           &       7 &         248456 &       1547 \\
 jentrevois                & True        & 8            &       7 &         248520 &       1548 \\
 sorte                     & False       & 8            &       7 &         248520 &       1548 \\
 despérance                & True        & 8            &       7 &         248608 &       1549 \\
 demande                   & False       & 11           &       7 &         248608 &       1549 \\
 exécution                 & True        & 8            &       7 &         248696 &       1550 \\
 aussi                     & False       & 53           &       7 &         248664 &       1550 \\
 désespérée                & False       & 8            &       7 &         248664 &       1550 \\
 quest                     & True        & 8            &       7 &         248720 &       1551 \\
 désespéré                 & True        & 8            &       7 &         248808 &       1552 \\
 cas                       & False       & 9            &       7 &         248808 &       1552 \\
 voulons                   & True        & 8            &       7 &         248864 &       1553 \\
 prévenirsi                & True        & 8            &       7 &         248952 &       1554 \\
 plutôt                    & False       & 8            &       7 &         248952 &       1554 \\
 dépouser                  & False       & 9            &       7 &         248952 &       1554 \\
 comte                     & False       & 10           &       7 &         248952 &       1554 \\
 pâris                     & False       & 15           &       7 &         248952 &       1554 \\
 force                     & True        & 8            &       7 &         249008 &       1555 \\
 vouloir                   & True        & 8            &       7 &         249064 &       1556 \\
 tuer                      & False       & 14           &       7 &         249064 &       1556 \\
 toimême                   & False       & 9            &       7 &         249064 &       1556 \\
 vraisemblable             & True        & 8            &       7 &         249128 &       1557 \\
 recherches                & True        & 8            &       7 &         249192 &       1558 \\
 mort                      & False       & 56           &       7 &         249160 &       1558 \\
 éviter                    & True        & 8            &       7 &         249240 &       1559 \\
 cette                     & False       & 83           &       7 &         249240 &       1559 \\
 ignominie                 & True        & 8            &       7 &         249304 &       1560 \\
 entreprendras             & True        & 8            &       7 &         249368 &       1561 \\
 bien                      & False       & 90           &       7 &         249368 &       1561 \\
 échapper                  & False       & 8            &       7 &         249368 &       1561 \\
 chose                     & False       & 13           &       7 &         249368 &       1561 \\
 ressemble                 & True        & 8            &       7 &         249432 &       1562 \\
 mort                      & False       & 57           &       7 &         249432 &       1562 \\
 si                        & False       & 128          &       7 &         249464 &       1562 \\
 courage                   & False       & 9            &       7 &         249464 &       1562 \\
 donnerai                  & False       & 8            &       7 &         249464 &       1562 \\
 moyen                     & True        & 8            &       7 &         249520 &       1563 \\
 julietteoh                & False       & 9            &       7 &         249520 &       1563 \\
 plutôt                    & False       & 9            &       7 &         249520 &       1563 \\
 dépouser                  & False       & 10           &       7 &         249520 &       1563 \\
 pâris                     & False       & 16           &       7 &         249520 &       1563 \\
 commandemoi               & True        & 8            &       7 &         249584 &       1564 \\
 précipiter                & True        & 8            &       7 &         249672 &       1565 \\
 haut                      & False       & 9            &       7 &         249672 &       1565 \\
 remparts                  & True        & 8            &       7 &         249736 &       1566 \\
 cette                     & False       & 84           &       7 &         249736 &       1566 \\
 tour                      & True        & 8            &       7 &         249792 &       1567 \\
 daller                    & True        & 8            &       7 &         249848 &       1568 \\
 chemins                   & True        & 8            &       7 &         249904 &       1569 \\
 fréquentés                & True        & 8            &       7 &         249992 &       1570 \\
 voleurs                   & True        & 8            &       7 &         250048 &       1571 \\
 ordonnemoi                & True        & 8            &       7 &         250112 &       1572 \\
 glisser                   & True        & 8            &       7 &         250168 &       1573 \\
 milieu                    & False       & 8            &       7 &         250168 &       1573 \\
 serpents                  & True        & 8            &       7 &         250232 &       1574 \\
 enchaînemoi               & True        & 8            &       7 &         250320 &       1575 \\
 ours                      & True        & 8            &       7 &         250376 &       1576 \\
 rugissants                & True        & 8            &       7 &         250440 &       1577 \\
 enfermemoi                & True        & 8            &       7 &         250504 &       1578 \\
 nuit                      & False       & 59           &       7 &         250504 &       1578 \\
 cimetière                 & True        & 8            &       7 &         250592 &       1579 \\
 entièrement               & True        & 8            &       7 &         250680 &       1580 \\
 couvert                   & False       & 8            &       7 &         250680 &       1580 \\
 dos                       & False       & 9            &       7 &         250680 &       1580 \\
 morts                     & False       & 8            &       7 &         250680 &       1580 \\
 sentrechoquant            & True        & 8            &       7 &         250744 &       1581 \\
 jambes                    & False       & 8            &       7 &         250744 &       1581 \\
 encore                    & False       & 49           &       7 &         250776 &       1581 \\
 infectes                  & True        & 8            &       7 &         250840 &       1582 \\
 crânes                    & True        & 8            &       7 &         250920 &       1583 \\
 jaunis                    & True        & 8            &       7 &         250976 &       1584 \\
 informes                  & True        & 8            &       7 &         251040 &       1585 \\
 commandemoi               & False       & 9            &       7 &         251040 &       1585 \\
 dentrer                   & True        & 8            &       7 &         251096 &       1586 \\
 tombeau                   & False       & 11           &       7 &         251096 &       1586 \\
 nouvellement              & True        & 8            &       7 &         251160 &       1587 \\
 creusé                    & True        & 8            &       7 &         251240 &       1588 \\
 cacher                    & False       & 8            &       7 &         251240 &       1588 \\
 mort                      & False       & 58           &       7 &         251272 &       1588 \\
 linceul                   & True        & 8            &       7 &         251328 &       1589 \\
 choses                    & False       & 9            &       7 &         251328 &       1589 \\
 faisaient                 & True        & 8            &       7 &         251392 &       1590 \\
 trembler                  & True        & 8            &       7 &         251456 &       1591 \\
 seulement                 & False       & 20           &       7 &         251456 &       1591 \\
 entendre                  & False       & 8            &       7 &         251456 &       1591 \\
 parler                    & False       & 12           &       7 &         251456 &       1591 \\
 jobéirai                  & True        & 8            &       7 &         251544 &       1592 \\
 sans                      & False       & 38           &       7 &         251544 &       1592 \\
 crainte                   & True        & 8            &       7 &         251600 &       1593 \\
 hésitation                & True        & 8            &       7 &         251688 &       1594 \\
 demeurer                  & True        & 8            &       7 &         251752 &       1595 \\
 lépouse                   & True        & 8            &       7 &         251832 &       1596 \\
 sans                      & False       & 39           &       7 &         251864 &       1596 \\
 tache                     & True        & 8            &       7 &         251920 &       1597 \\
 cher                      & False       & 29           &       7 &         251920 &       1597 \\
 bienaimé                  & True        & 8            &       7 &         252008 &       1598 \\
 frère                     & False       & 58           &       7 &         251976 &       1598 \\
 laurenceeh                & True        & 8            &       7 &         252040 &       1599 \\
 bien                      & False       & 91           &       7 &         252040 &       1599 \\
 retourne                  & True        & 8            &       7 &         252104 &       1600 \\
 chez                      & False       & 10           &       7 &         252104 &       1600 \\
 montre                    & False       & 9            &       7 &         252104 &       1600 \\
 air                       & False       & 9            &       7 &         252104 &       1600 \\
 joyeux                    & False       & 8            &       7 &         252104 &       1600 \\
 consens                   & True        & 8            &       7 &         252160 &       1601 \\
 épouser                   & False       & 8            &       7 &         252160 &       1601 \\
 pâris                     & False       & 17           &       7 &         252160 &       1601 \\
 cest                      & False       & 77           &       7 &         252160 &       1601 \\
 demain                    & False       & 10           &       7 &         252160 &       1601 \\
 mercredi                  & False       & 9            &       7 &         252160 &       1601 \\
 demain                    & False       & 11           &       7 &         252160 &       1601 \\
 soir                      & False       & 16           &       7 &         252160 &       1601 \\
 fais                      & False       & 13           &       7 &         252160 &       1601 \\
 sorte                     & False       & 9            &       7 &         252160 &       1601 \\
 coucher                   & True        & 8            &       7 &         252216 &       1602 \\
 seule                     & False       & 10           &       7 &         252216 &       1602 \\
 nourrice                  & False       & 39           &       7 &         252216 &       1602 \\
 couche                    & True        & 8            &       7 &         252272 &       1603 \\
 point                     & False       & 41           &       7 &         252272 &       1603 \\
 chambre                   & False       & 11           &       7 &         252272 &       1603 \\
 prends                    & True        & 8            &       7 &         252328 &       1604 \\
 cette                     & False       & 85           &       7 &         252328 &       1604 \\
 fiole                     & True        & 8            &       7 &         252384 &       1605 \\
 quand                     & False       & 32           &       7 &         252384 &       1605 \\
 lit                       & False       & 19           &       7 &         252384 &       1605 \\
 avale                     & True        & 8            &       7 &         252440 &       1606 \\
 cette                     & False       & 86           &       7 &         252440 &       1606 \\
 liqueur                   & True        & 8            &       7 &         252496 &       1607 \\
 distillée                 & True        & 8            &       7 &         252584 &       1608 \\
 soudain                   & False       & 8            &       7 &         252584 &       1608 \\
 coulera                   & True        & 8            &       7 &         252640 &       1609 \\
 toutes                    & False       & 19           &       7 &         252640 &       1609 \\
 veines                    & True        & 8            &       7 &         252696 &       1610 \\
 froide                    & True        & 8            &       7 &         252752 &       1611 \\
 assoupissante             & True        & 8            &       7 &         252816 &       1612 \\
 humeur                    & False       & 8            &       7 &         252816 &       1612 \\
 artères                   & True        & 8            &       7 &         252896 &       1613 \\
 interrompant              & True        & 8            &       7 &         252960 &       1614 \\
 mouvement                 & True        & 8            &       7 &         253024 &       1615 \\
 naturel                   & True        & 8            &       7 &         253080 &       1616 \\
 cesseront                 & True        & 8            &       7 &         253144 &       1617 \\
 battre                    & True        & 8            &       7 &         253200 &       1618 \\
 nulle                     & True        & 8            &       7 &         253256 &       1619 \\
 chaleur                   & True        & 8            &       7 &         253312 &       1620 \\
 nul                       & False       & 8            &       7 &         253312 &       1620 \\
 souffle                   & True        & 8            &       7 &         253368 &       1621 \\
 nattestera                & True        & 8            &       7 &         253432 &       1622 \\
 vis                       & True        & 8            &       7 &         253488 &       1623 \\
 encore                    & False       & 50           &       7 &         253456 &       1623 \\
 roses                     & True        & 8            &       7 &         253512 &       1624 \\
 lèvres                    & False       & 12           &       7 &         253512 &       1624 \\
 joues                     & False       & 8            &       7 &         253512 &       1624 \\
 faneront                  & True        & 8            &       7 &         253576 &       1625 \\
 deviendront               & True        & 8            &       7 &         253640 &       1626 \\
 pâles                     & True        & 8            &       7 &         253720 &       1627 \\
 comme                     & False       & 79           &       7 &         253720 &       1627 \\
 cendre                    & True        & 8            &       7 &         253776 &       1628 \\
 rideaux                   & True        & 8            &       7 &         253832 &       1629 \\
 yeux                      & False       & 34           &       7 &         253832 &       1629 \\
 sabaisseront              & True        & 8            &       7 &         253896 &       1630 \\
 comme                     & False       & 80           &       7 &         253896 &       1630 \\
 linstant                  & True        & 8            &       7 &         253960 &       1631 \\
 où                        & False       & 54           &       7 &         253992 &       1631 \\
 mort                      & False       & 59           &       7 &         253992 &       1631 \\
 ferme                     & False       & 9            &       7 &         253992 &       1631 \\
 lumière                   & False       & 13           &       7 &         253992 &       1631 \\
 vie                       & False       & 20           &       7 &         253992 &       1631 \\
 chaque                    & False       & 9            &       7 &         253992 &       1631 \\
 partie                    & False       & 8            &       7 &         253992 &       1631 \\
 corps                     & False       & 13           &       7 &         253992 &       1631 \\
 privée                    & False       & 8            &       7 &         253992 &       1631 \\
 souplesse                 & True        & 8            &       7 &         254056 &       1632 \\
 permet                    & True        & 8            &       7 &         254112 &       1633 \\
 den                       & False       & 9            &       7 &         254112 &       1633 \\
 disposer                  & False       & 9            &       7 &         254112 &       1633 \\
 paraîtra                  & True        & 8            &       7 &         254200 &       1634 \\
 roide                     & True        & 8            &       7 &         254256 &       1635 \\
 inflexible                & True        & 8            &       7 &         254320 &       1636 \\
 froide                    & False       & 9            &       7 &         254320 &       1636 \\
 comme                     & False       & 81           &       7 &         254320 &       1636 \\
 mort                      & False       & 60           &       7 &         254320 &       1636 \\
 demeureras                & True        & 8            &       7 &         254384 &       1637 \\
 quarantedeux              & True        & 8            &       7 &         254448 &       1638 \\
 heures                    & False       & 12           &       7 &         254448 &       1638 \\
 sous                      & False       & 19           &       7 &         254448 &       1638 \\
 cette                     & False       & 87           &       7 &         254448 &       1638 \\
 apparence                 & False       & 8            &       7 &         254448 &       1638 \\
 empruntée                 & True        & 8            &       7 &         254536 &       1639 \\
 dune                      & False       & 49           &       7 &         254536 &       1639 \\
 mort                      & False       & 61           &       7 &         254568 &       1639 \\
 glacée                    & True        & 8            &       7 &         254648 &       1640 \\
 après                     & False       & 11           &       7 &         254648 &       1640 \\
 quoi                      & False       & 15           &       7 &         254648 &       1640 \\
 réveilleras               & True        & 8            &       7 &         254736 &       1641 \\
 comme                     & False       & 82           &       7 &         254736 &       1641 \\
 dun                       & False       & 57           &       7 &         254768 &       1641 \\
 sommeil                   & False       & 8            &       7 &         254768 &       1641 \\
 agréable                  & True        & 8            &       7 &         254856 &       1642 \\
 lendemain                 & True        & 8            &       7 &         254920 &       1643 \\
 nouvel                    & True        & 8            &       7 &         254976 &       1644 \\
 époux                     & False       & 15           &       7 &         254976 &       1644 \\
 viendra                   & True        & 8            &       7 &         255032 &       1645 \\
 dès                       & False       & 8            &       7 &         255032 &       1645 \\
 matin                     & False       & 17           &       7 &         255032 &       1645 \\
 faire                     & False       & 52           &       7 &         255032 &       1645 \\
 sortir                    & False       & 8            &       7 &         255032 &       1645 \\
 lit                       & False       & 20           &       7 &         255032 &       1645 \\
 morte                     & True        & 8            &       7 &         255088 &       1646 \\
 alors                     & False       & 17           &       7 &         255088 &       1646 \\
 suivant                   & True        & 8            &       7 &         255144 &       1647 \\
 lusage                    & True        & 8            &       7 &         255200 &       1648 \\
 pays                      & True        & 8            &       7 &         255256 &       1649 \\
 parée                     & True        & 8            &       7 &         255336 &       1650 \\
 cercueil                  & True        & 8            &       7 &         255400 &       1651 \\
 plus                      & False       & 128          &       7 &         255368 &       1651 \\
 beaux                     & False       & 8            &       7 &         255368 &       1651 \\
 atours                    & False       & 8            &       7 &         255368 &       1651 \\
 visage                    & False       & 13           &       7 &         255368 &       1651 \\
 découvert                 & True        & 8            &       7 &         255456 &       1652 \\
 portée                    & False       & 8            &       7 &         255456 &       1652 \\
 cet                       & False       & 18           &       7 &         255456 &       1652 \\
 antique                   & True        & 8            &       7 &         255512 &       1653 \\
 tombeau                   & False       & 12           &       7 &         255512 &       1653 \\
 où                        & False       & 55           &       7 &         255512 &       1653 \\
 reposent                  & True        & 8            &       7 &         255576 &       1654 \\
 tous                      & False       & 42           &       7 &         255608 &       1654 \\
 descendants               & True        & 8            &       7 &         255672 &       1655 \\
 capulet                   & False       & 45           &       7 &         255704 &       1655 \\
 cependant                 & False       & 14           &       7 &         255704 &       1655 \\
 avant                     & False       & 27           &       7 &         255672 &       1655 \\
 réveillée                 & True        & 8            &       7 &         255760 &       1656 \\
 roméo                     & False       & 116          &       7 &         255760 &       1656 \\
 instruit                  & True        & 8            &       7 &         255824 &       1657 \\
 lettres                   & True        & 8            &       7 &         255880 &       1658 \\
 entreprise                & True        & 8            &       7 &         255944 &       1659 \\
 viendra                   & False       & 9            &       7 &         255944 &       1659 \\
 ici                       & False       & 36           &       7 &         255976 &       1659 \\
 épierons                  & True        & 8            &       7 &         256064 &       1660 \\
 moment                    & False       & 19           &       7 &         256064 &       1660 \\
 réveil                    & True        & 8            &       7 &         256144 &       1661 \\
 cette                     & False       & 88           &       7 &         256144 &       1661 \\
 nuitlà                    & True        & 8            &       7 &         256224 &       1662 \\
 roméo                     & False       & 117          &       7 &         256224 &       1662 \\
 temmènera                 & True        & 8            &       7 &         256312 &       1663 \\
 dici                      & False       & 8            &       7 &         256312 &       1663 \\
 mantoue                   & False       & 11           &       7 &         256312 &       1663 \\
 voilà                     & False       & 35           &       7 &         256312 &       1663 \\
 lexpédient                & True        & 8            &       7 &         256400 &       1664 \\
 préservera                & True        & 8            &       7 &         256488 &       1665 \\
 lignominie                & True        & 8            &       7 &         256552 &       1666 \\
 dont                      & False       & 24           &       7 &         256552 &       1666 \\
 menacée                   & True        & 8            &       7 &         256632 &       1667 \\
 si                        & False       & 129          &       7 &         256664 &       1667 \\
 aucun                     & False       & 8            &       7 &         256664 &       1667 \\
 caprice                   & True        & 8            &       7 &         256720 &       1668 \\
 dinconstance              & True        & 8            &       7 &         256784 &       1669 \\
 aucune                    & False       & 8            &       7 &         256784 &       1669 \\
 crainte                   & False       & 9            &       7 &         256784 &       1669 \\
 femme                     & False       & 21           &       7 &         256784 &       1669 \\
 vient                     & False       & 13           &       7 &         256784 &       1669 \\
 lexécution                & True        & 8            &       7 &         256872 &       1670 \\
 abattre                   & True        & 8            &       7 &         256928 &       1671 \\
 courage                   & False       & 10           &       7 &         256928 &       1671 \\
 juliettedonne             & True        & 8            &       7 &         256992 &       1672 \\
 oh                        & False       & 22           &       7 &         256992 &       1672 \\
 donnemoi                  & False       & 8            &       7 &         256992 &       1672 \\
 parle                     & False       & 14           &       7 &         256992 &       1672 \\
 crainte                   & False       & 10           &       7 &         256992 &       1672 \\
 frère                     & False       & 59           &       7 &         256960 &       1672 \\
 laurencetiens             & True        & 8            &       7 &         257024 &       1673 \\
 vaten                     & False       & 12           &       7 &         257024 &       1673 \\
 forte                     & False       & 9            &       7 &         257024 &       1673 \\
 prospère                  & True        & 8            &       7 &         257112 &       1674 \\
 cette                     & False       & 89           &       7 &         257112 &       1674 \\
 résolution                & False       & 9            &       7 &         257112 &       1674 \\
 jenverrai                 & False       & 8            &       7 &         257112 &       1674 \\
 hâte                      & False       & 9            &       7 &         257112 &       1674 \\
 mantoue                   & False       & 12           &       7 &         257112 &       1674 \\
 moine                     & True        & 8            &       7 &         257168 &       1675 \\
 porter                    & False       & 8            &       7 &         257168 &       1675 \\
 lettres                   & False       & 9            &       7 &         257168 &       1675 \\
 époux                     & False       & 16           &       7 &         257168 &       1675 \\
 julietteamour             & True        & 8            &       7 &         257232 &       1676 \\
 donnemoi                  & False       & 9            &       7 &         257232 &       1676 \\
 force                     & False       & 9            &       7 &         257232 &       1676 \\
 force                     & False       & 10           &       7 &         257232 &       1676 \\
 sauvera                   & True        & 8            &       7 &         257288 &       1677 \\
 adieu                     & False       & 17           &       7 &         257288 &       1677 \\
 bon                       & False       & 21           &       7 &         257288 &       1677 \\
 père                      & False       & 25           &       7 &         257288 &       1677 \\
 quittent                  & True        & 8            &       7 &         257352 &       1678 \\
 scène                     & False       & 22           &       7 &         257352 &       1678 \\
 ii                        & True        & 8            &       7 &         257408 &       1679 \\
 appartement               & True        & 8            &       7 &         257472 &       1680 \\
 maison                    & False       & 20           &       7 &         257472 &       1680 \\
 capulet                   & False       & 46           &       7 &         257440 &       1680 \\
 entrent                   & False       & 25           &       7 &         257440 &       1680 \\
 capulet                   & False       & 47           &       7 &         257440 &       1680 \\
 signora                   & False       & 47           &       7 &         257440 &       1680 \\
 capulet                   & False       & 48           &       7 &         257472 &       1680 \\
 nourrice                  & False       & 40           &       7 &         257472 &       1680 \\
 domestiques               & True        & 8            &       7 &         257536 &       1681 \\
 capuletinvite             & True        & 8            &       7 &         257600 &       1682 \\
 toutes                    & False       & 20           &       7 &         257600 &       1682 \\
 personnes                 & True        & 8            &       7 &         257664 &       1683 \\
 dont                      & False       & 25           &       7 &         257664 &       1683 \\
 nom                       & False       & 32           &       7 &         257664 &       1683 \\
 écrit                     & True        & 8            &       7 &         257744 &       1684 \\
 làdessus                  & False       & 8            &       7 &         257744 &       1684 \\
 domestique                & False       & 12           &       7 &         257744 &       1684 \\
 sorttoi                   & True        & 8            &       7 &         257800 &       1685 \\
 drôle                     & True        & 8            &       7 &         257880 &       1686 \\
 va                        & False       & 20           &       7 &         257880 &       1686 \\
 marrêter                  & True        & 8            &       7 &         257968 &       1687 \\
 vingt                     & False       & 9            &       7 &         257968 &       1687 \\
 habiles                   & True        & 8            &       7 &         258024 &       1688 \\
 cuisiniers                & True        & 8            &       7 &         258088 &       1689 \\
 second                    & False       & 13           &       7 &         258088 &       1689 \\
 domestiquevous            & True        & 8            &       7 &         258152 &       1690 \\
 nen                       & False       & 21           &       7 &         258152 &       1690 \\
 mauvais                   & True        & 8            &       7 &         258208 &       1691 \\
 seigneur                  & False       & 33           &       7 &         258208 &       1691 \\
 car                       & False       & 41           &       7 &         258208 &       1691 \\
 verrai                    & True        & 8            &       7 &         258264 &       1692 \\
 sils                      & True        & 8            &       7 &         258320 &       1693 \\
 lèchent                   & True        & 8            &       7 &         258400 &       1694 \\
 doigts                    & False       & 8            &       7 &         258400 &       1694 \\
 capuletet                 & False       & 8            &       7 &         258400 &       1694 \\
 questce                   & False       & 8            &       7 &         258400 &       1694 \\
 verras                    & True        & 8            &       7 &         258456 &       1695 \\
 parlà                     & True        & 8            &       7 &         258536 &       1696 \\
 second                    & False       & 14           &       7 &         258536 &       1696 \\
 domestiquevraiment        & True        & 8            &       7 &         258608 &       1697 \\
 seigneur                  & False       & 34           &       7 &         258608 &       1697 \\
 cest                      & False       & 78           &       7 &         258608 &       1697 \\
 mauvais                   & False       & 9            &       7 &         258608 &       1697 \\
 cuisinier                 & True        & 8            &       7 &         258672 &       1698 \\
 celui                     & False       & 29           &       7 &         258672 &       1698 \\
 lèche                     & True        & 8            &       7 &         258752 &       1699 \\
 doigts                    & False       & 9            &       7 &         258752 &       1699 \\
 ainsi                     & False       & 38           &       7 &         258752 &       1699 \\
 celui                     & False       & 30           &       7 &         258752 &       1699 \\
 lèche                     & False       & 9            &       7 &         258752 &       1699 \\
 doigts                    & False       & 10           &       7 &         258752 &       1699 \\
 viendra                   & False       & 10           &       7 &         258752 &       1699 \\
 capuletva                 & False       & 8            &       7 &         258752 &       1699 \\
 vite                      & True        & 8            &       7 &         258808 &       1700 \\
 domestiqua                & True        & 8            &       7 &         258872 &       1701 \\
 sort                      & False       & 22           &       7 &         258872 &       1701 \\
 bien                      & False       & 92           &       7 &         258872 &       1701 \\
 mal                       & False       & 15           &       7 &         258872 &       1701 \\
 préparés                  & True        & 8            &       7 &         258960 &       1702 \\
 cette                     & False       & 90           &       7 &         258960 &       1702 \\
 noceestce                 & True        & 8            &       7 &         259024 &       1703 \\
 fille                     & False       & 30           &       7 &         259024 &       1703 \\
 allé                      & True        & 8            &       7 &         259104 &       1704 \\
 trouver                   & False       & 22           &       7 &         259104 &       1704 \\
 frère                     & False       & 60           &       7 &         259104 &       1704 \\
 laurence                  & False       & 17           &       7 &         259104 &       1704 \\
 nourriceoui               & True        & 8            &       7 &         259168 &       1705 \\
 vraiment                  & True        & 8            &       7 &         259232 &       1706 \\
 capuletbon                & True        & 8            &       7 &         259296 &       1707 \\
 fera                      & False       & 10           &       7 &         259296 &       1707 \\
 peutêtre                  & False       & 9            &       7 &         259296 &       1707 \\
 peu                       & False       & 14           &       7 &         259296 &       1707 \\
 bien                      & False       & 93           &       7 &         259296 &       1707 \\
 cest                      & False       & 79           &       7 &         259296 &       1707 \\
 insolente                 & True        & 8            &       7 &         259360 &       1708 \\
 petite                    & False       & 16           &       7 &         259360 &       1708 \\
 coquine                   & False       & 8            &       7 &         259360 &       1708 \\
 bien                      & False       & 94           &       7 &         259360 &       1708 \\
 entêtée                   & True        & 8            &       7 &         259440 &       1709 \\
 entre                     & False       & 28           &       7 &         259440 &       1709 \\
 juliette                  & False       & 39           &       7 &         259440 &       1709 \\
 nourricetenez             & True        & 8            &       7 &         259504 &       1710 \\
 voyez                     & False       & 9            &       7 &         259504 &       1710 \\
 comme                     & False       & 83           &       7 &         259504 &       1710 \\
 revient                   & False       & 10           &       7 &         259504 &       1710 \\
 confesse                  & True        & 8            &       7 &         259568 &       1711 \\
 visage                    & False       & 14           &       7 &         259568 &       1711 \\
 riant                     & True        & 8            &       7 &         259624 &       1712 \\
 capuleteh                 & False       & 8            &       7 &         259624 &       1712 \\
 bien                      & False       & 95           &       7 &         259624 &       1712 \\
 obstinée                  & False       & 8            &       7 &         259624 &       1712 \\
 où                        & False       & 56           &       7 &         259592 &       1712 \\
 avezvous                  & False       & 8            &       7 &         259592 &       1712 \\
 courir                    & True        & 8            &       7 &         259648 &       1713 \\
 julietteoù                & True        & 8            &       7 &         259736 &       1714 \\
 jai                       & False       & 39           &       7 &         259736 &       1714 \\
 appris                    & True        & 8            &       7 &         259792 &       1715 \\
 repentir                  & True        & 8            &       7 &         259856 &       1716 \\
 péché                     & False       & 11           &       7 &         259856 &       1716 \\
 dune                      & False       & 50           &       7 &         259824 &       1716 \\
 désobéissante             & False       & 8            &       7 &         259824 &       1716 \\
 résistance                & True        & 8            &       7 &         259912 &       1717 \\
