lossy_count memory usage (k=100)
\begin{tabular}{lllrrr}
\hline
 Word                & isNewWord   & Word Count   &   Delta &   Memory Usage &   \#Buckets \\
\hline
 romeo               & False       & 234          &      86 &          17640 &        128 \\
 yet                 & False       & 87           &      86 &          17640 &        128 \\
 banished            & False       & 95           &      86 &          17640 &        128 \\
 hang                & True        & 87           &      86 &          17696 &        129 \\
 philosophy          & False       & 88           &      86 &          17696 &        129 \\
 unless              & True        & 87           &      86 &          17752 &        130 \\
 philosophy          & False       & 89           &      86 &          17752 &        130 \\
 make                & True        & 87           &      86 &          17808 &        131 \\
 juliet              & False       & 111          &      86 &          17808 &        131 \\
 displant            & True        & 87           &      86 &          17872 &        132 \\
 town                & True        & 87           &      86 &          17928 &        133 \\
 reverse             & True        & 87           &      86 &          17984 &        134 \\
 prince’s            & False       & 88           &      86 &          17984 &        134 \\
 doom                & False       & 88           &      86 &          17984 &        134 \\
 helps               & True        & 87           &      86 &          18040 &        135 \\
 prevails            & True        & 87           &      86 &          18104 &        136 \\
 talk                & True        & 87           &      86 &          18160 &        137 \\
 friar               & False       & 94           &      86 &          18160 &        137 \\
 lawrence            & False       & 92           &      86 &          18160 &        137 \\
 see                 & True        & 87           &      86 &          18216 &        138 \\
 mad                 & False       & 88           &      86 &          18216 &        138 \\
 men                 & False       & 87           &      86 &          18216 &        138 \\
 ears                & True        & 87           &      86 &          18272 &        139 \\
 romeo               & False       & 235          &      86 &          18272 &        139 \\
 wise                & True        & 87           &      86 &          18328 &        140 \\
 men                 & False       & 88           &      86 &          18328 &        140 \\
 eyes                & True        & 87           &      86 &          18384 &        141 \\
 friar               & False       & 95           &      86 &          18352 &        141 \\
 lawrence            & False       & 93           &      86 &          18352 &        141 \\
 let                 & True        & 87           &      86 &          18408 &        142 \\
 dispute             & True        & 87           &      86 &          18464 &        143 \\
 thee                & False       & 89           &      86 &          18464 &        143 \\
 thy                 & False       & 108          &      86 &          18432 &        143 \\
 estate              & True        & 87           &      86 &          18488 &        144 \\
 romeo               & False       & 236          &      86 &          18488 &        144 \\
 thou                & False       & 169          &      86 &          18488 &        144 \\
 canst               & True        & 87           &      86 &          18544 &        145 \\
 speak               & False       & 89           &      86 &          18544 &        145 \\
 thou                & False       & 170          &      86 &          18544 &        145 \\
 dost                & True        & 87           &      86 &          18600 &        146 \\
 feel                & True        & 87           &      86 &          18656 &        147 \\
 wert                & True        & 87           &      86 &          18712 &        148 \\
 thou                & False       & 171          &      86 &          18712 &        148 \\
 young               & True        & 87           &      86 &          18768 &        149 \\
 juliet              & False       & 112          &      86 &          18768 &        149 \\
 thy                 & False       & 109          &      86 &          18800 &        149 \\
 love                & False       & 106          &      86 &          18800 &        149 \\
 hour                & True        & 87           &      86 &          18856 &        150 \\
 married             & True        & 87           &      86 &          18912 &        151 \\
 tybalt              & False       & 109          &      86 &          18880 &        151 \\
 murdered            & True        & 87           &      87 &          15024 &         89 \\
 doting              & True        & 88           &      87 &          15080 &         90 \\
 like                & True        & 88           &      87 &          15136 &         91 \\
 like                & False       & 89           &      87 &          15136 &         91 \\
 banished            & False       & 96           &      87 &          15168 &         91 \\
 mightst             & True        & 88           &      87 &          15224 &         92 \\
 thou                & False       & 172          &      87 &          15224 &         92 \\
 speak               & False       & 90           &      87 &          15224 &         92 \\
 mightst             & False       & 89           &      87 &          15224 &         92 \\
 thou                & False       & 173          &      87 &          15224 &         92 \\
 tear                & True        & 88           &      87 &          15280 &         93 \\
 thy                 & False       & 110          &      87 &          15312 &         93 \\
 hair                & True        & 88           &      87 &          15368 &         94 \\
 fall                & True        & 88           &      87 &          15424 &         95 \\
 upon                & True        & 88           &      87 &          15480 &         96 \\
 ground              & True        & 88           &      87 &          15536 &         97 \\
 taking              & True        & 88           &      87 &          15592 &         98 \\
 measure             & True        & 88           &      87 &          15648 &         99 \\
 unmade              & True        & 88           &      87 &          15704 &        100 \\
 grave               & True        & 88           &      87 &          15760 &        101 \\
 knocking            & True        & 88           &      87 &          15824 &        102 \\
 within              & True        & 88           &      87 &          15880 &        103 \\
 friar               & False       & 96           &      87 &          15848 &        103 \\
 lawrence            & False       & 94           &      87 &          15848 &        103 \\
 arise               & True        & 88           &      87 &          15904 &        104 \\
 one                 & True        & 88           &      87 &          15960 &        105 \\
 knocks              & True        & 88           &      87 &          16016 &        106 \\
 good                & True        & 88           &      87 &          16072 &        107 \\
 romeo               & False       & 237          &      87 &          16072 &        107 \\
 hide                & True        & 88           &      87 &          16128 &        108 \\
 thyself             & True        & 88           &      87 &          16184 &        109 \\
 romeo               & False       & 238          &      87 &          16184 &        109 \\
 unless              & False       & 88           &      87 &          16184 &        109 \\
 breath              & True        & 88           &      87 &          16240 &        110 \\
 heartsick           & True        & 88           &      87 &          16304 &        111 \\
 groans              & True        & 88           &      87 &          16360 &        112 \\
 mistlike            & True        & 88           &      87 &          16424 &        113 \\
 infold              & True        & 88           &      87 &          16480 &        114 \\
 search              & True        & 88           &      87 &          16536 &        115 \\
 eyes                & False       & 88           &      87 &          16536 &        115 \\
 knocking            & False       & 89           &      87 &          16536 &        115 \\
 friar               & False       & 97           &      87 &          16536 &        115 \\
 lawrence            & False       & 95           &      87 &          16536 &        115 \\
 hark                & True        & 88           &      87 &          16592 &        116 \\
 knock—who’s         & True        & 88           &      87 &          16688 &        117 \\
 there—romeo         & True        & 88           &      87 &          16784 &        118 \\
 arise               & False       & 89           &      87 &          16784 &        118 \\
 thou                & False       & 174          &      87 &          16784 &        118 \\
 wilt                & False       & 88           &      87 &          16784 &        118 \\
 taken—stay          & True        & 88           &      87 &          16880 &        119 \\
 awhile—stand        & True        & 88           &      87 &          16984 &        120 \\
 knocking            & False       & 90           &      87 &          16984 &        120 \\
 run                 & True        & 88           &      87 &          17040 &        121 \\
 study—byandby—god’s & True        & 88           &      87 &          17152 &        122 \\
 simpleness          & True        & 88           &      87 &          17216 &        123 \\
 this—i              & True        & 88           &      87 &          17304 &        124 \\
 come                & False       & 90           &      87 &          17304 &        124 \\
 come                & False       & 91           &      87 &          17336 &        124 \\
 knocking            & False       & 91           &      87 &          17336 &        124 \\
 knocks              & False       & 89           &      87 &          17336 &        124 \\
 hard                & True        & 88           &      87 &          17392 &        125 \\
 whence              & True        & 88           &      87 &          17448 &        126 \\
 come                & False       & 92           &      87 &          17480 &        126 \\
 what’s              & True        & 88           &      87 &          17568 &        127 \\
 nurse               & False       & 116          &      87 &          17568 &        127 \\
 within              & False       & 89           &      87 &          17568 &        127 \\
 let                 & False       & 88           &      87 &          17568 &        127 \\
 come                & False       & 93           &      87 &          17568 &        127 \\
 shall               & True        & 88           &      87 &          17624 &        128 \\
 know                & True        & 88           &      87 &          17680 &        129 \\
 errand              & True        & 88           &      87 &          17736 &        130 \\
 come                & False       & 94           &      87 &          17736 &        130 \\
 lady                & True        & 88           &      87 &          17792 &        131 \\
 juliet              & False       & 113          &      87 &          17792 &        131 \\
 friar               & False       & 98           &      87 &          17824 &        131 \\
 lawrence            & False       & 96           &      87 &          17792 &        131 \\
 welcome             & True        & 88           &      87 &          17848 &        132 \\
 enter               & True        & 88           &      87 &          17904 &        133 \\
 nurse               & False       & 117          &      87 &          17904 &        133 \\
 nurse               & False       & 118          &      87 &          17904 &        133 \\
 holy                & True        & 88           &      87 &          17960 &        134 \\
 friar               & False       & 99           &      87 &          17960 &        134 \\
 tell                & True        & 88           &      87 &          18016 &        135 \\
 holy                & False       & 89           &      87 &          18016 &        135 \\
 friar               & False       & 100          &      87 &          18016 &        135 \\
 lady’s              & True        & 88           &      87 &          18104 &        136 \\
 lord                & True        & 88           &      87 &          18160 &        137 \\
 where’s             & True        & 88           &      87 &          18248 &        138 \\
 romeo               & False       & 239          &      87 &          18248 &        138 \\
 friar               & False       & 101          &      87 &          18248 &        138 \\
 lawrence            & False       & 97           &      87 &          18248 &        138 \\
 ground              & False       & 89           &      87 &          18248 &        138 \\
 tears               & True        & 88           &      87 &          18304 &        139 \\
 made                & True        & 88           &      87 &          18360 &        140 \\
 drunk               & True        & 88           &      87 &          18416 &        141 \\
 nurse               & False       & 119          &      87 &          18416 &        141 \\
 even                & True        & 88           &      87 &          18472 &        142 \\
 mistress’           & True        & 88           &      87 &          18568 &        143 \\
 case                & True        & 88           &      87 &          18624 &        144 \\
 case                & False       & 89           &      87 &          18624 &        144 \\
 woeful              & True        & 88           &      88 &          15248 &         87 \\
 sympathy            & True        & 89           &      88 &          15312 &         88 \\
 piteous             & True        & 89           &      88 &          15368 &         89 \\
 predicament         & True        & 89           &      88 &          15432 &         90 \\
 even                & False       & 89           &      88 &          15432 &         90 \\
 lies                & True        & 89           &      88 &          15488 &         91 \\
 blubbering          & True        & 89           &      88 &          15552 &         92 \\
 weeping             & True        & 89           &      88 &          15608 &         93 \\
 weeping             & False       & 90           &      88 &          15608 &         93 \\
 blubbering          & False       & 90           &      88 &          15608 &         93 \\
 stand               & True        & 89           &      88 &          15664 &         94 \\
 stand               & False       & 90           &      88 &          15664 &         94 \\
 stand               & False       & 91           &      88 &          15664 &         94 \\
 man                 & True        & 89           &      88 &          15720 &         95 \\
 juliet’s            & True        & 89           &      88 &          15816 &         96 \\
 sake                & True        & 89           &      88 &          15872 &         97 \\
 sake                & False       & 90           &      88 &          15872 &         97 \\
 rise                & True        & 89           &      88 &          15928 &         98 \\
 stand               & False       & 92           &      88 &          15960 &         98 \\
 fall                & False       & 89           &      88 &          15960 &         98 \\
 deep                & True        & 89           &      88 &          16016 &         99 \\
 romeo               & False       & 240          &      88 &          16016 &         99 \\
 nurse               & False       & 120          &      88 &          16016 &         99 \\
 nurse               & False       & 121          &      88 &          16016 &         99 \\
 ah                  & True        & 89           &      88 &          16072 &        100 \\
 sir                 & True        & 89           &      88 &          16128 &        101 \\
 ah                  & False       & 90           &      88 &          16128 &        101 \\
 sir                 & False       & 90           &      88 &          16128 &        101 \\
 death’s             & True        & 89           &      88 &          16216 &        102 \\
 end                 & True        & 89           &      88 &          16272 &        103 \\
 romeo               & False       & 241          &      88 &          16272 &        103 \\
 spakest             & True        & 89           &      88 &          16328 &        104 \\
 thou                & False       & 175          &      88 &          16328 &        104 \\
 juliet              & False       & 114          &      88 &          16296 &        104 \\
 doth                & True        & 89           &      88 &          16352 &        105 \\
 think               & True        & 89           &      88 &          16408 &        106 \\
 old                 & True        & 89           &      88 &          16464 &        107 \\
 murderer            & True        & 89           &      88 &          16528 &        108 \\
 stain’d             & True        & 89           &      88 &          16616 &        109 \\
 childhood           & True        & 89           &      88 &          16680 &        110 \\
 joy                 & True        & 89           &      88 &          16736 &        111 \\
 blood               & True        & 89           &      88 &          16792 &        112 \\
 remov’d             & True        & 89           &      88 &          16880 &        113 \\
 little              & True        & 89           &      88 &          16936 &        114 \\
 doth                & False       & 90           &      88 &          16936 &        114 \\
 says                & True        & 89           &      88 &          16992 &        115 \\
 conceal’d           & True        & 89           &      88 &          17088 &        116 \\
 lady                & False       & 89           &      88 &          17088 &        116 \\
 cancell’d           & True        & 89           &      88 &          17184 &        117 \\
 love                & False       & 107          &      88 &          17184 &        117 \\
 nurse               & False       & 122          &      88 &          17184 &        117 \\
 says                & False       & 90           &      88 &          17184 &        117 \\
 nothing             & True        & 89           &      88 &          17240 &        118 \\
 sir                 & False       & 91           &      88 &          17240 &        118 \\
 weeps               & True        & 89           &      88 &          17296 &        119 \\
 weeps               & False       & 90           &      88 &          17296 &        119 \\
 falls               & True        & 89           &      88 &          17352 &        120 \\
 bed                 & True        & 89           &      88 &          17408 &        121 \\
 starts              & True        & 89           &      88 &          17464 &        122 \\
 tybalt              & False       & 110          &      88 &          17432 &        122 \\
 calls               & True        & 89           &      88 &          17488 &        123 \\
 romeo               & False       & 242          &      88 &          17488 &        123 \\
 cries               & True        & 89           &      88 &          17544 &        124 \\
 falls               & False       & 90           &      88 &          17544 &        124 \\
 romeo               & False       & 243          &      88 &          17544 &        124 \\
 name                & True        & 89           &      88 &          17600 &        125 \\
 shot                & True        & 89           &      88 &          17656 &        126 \\
 deadly              & True        & 89           &      88 &          17712 &        127 \\
 level               & True        & 89           &      88 &          17768 &        128 \\
 gun                 & True        & 89           &      88 &          17824 &        129 \\
 murder              & True        & 89           &      88 &          17880 &        130 \\
 name’s              & True        & 89           &      88 &          17968 &        131 \\
 cursed              & True        & 89           &      88 &          18024 &        132 \\
 hand                & True        & 89           &      88 &          18080 &        133 \\
 murder’d            & True        & 89           &      88 &          18176 &        134 \\
 kinsman             & True        & 89           &      88 &          18232 &        135 \\
 tell                & False       & 89           &      88 &          18232 &        135 \\
 friar               & False       & 102          &      88 &          18232 &        135 \\
 tell                & False       & 90           &      88 &          18232 &        135 \\
 vile                & True        & 89           &      88 &          18288 &        136 \\
 part                & True        & 89           &      88 &          18344 &        137 \\
 anatomy             & True        & 89           &      88 &          18400 &        138 \\
 doth                & False       & 91           &      88 &          18400 &        138 \\
 name                & False       & 90           &      88 &          18400 &        138 \\
 lodge               & True        & 89           &      88 &          18456 &        139 \\
 tell                & False       & 91           &      88 &          18456 &        139 \\
 may                 & False       & 91           &      88 &          18456 &        139 \\
 sack                & True        & 89           &      88 &          18512 &        140 \\
 hateful             & True        & 89           &      88 &          18568 &        141 \\
 mansion             & True        & 89           &      88 &          18624 &        142 \\
 drawing             & True        & 89           &      88 &          18680 &        143 \\
 sword               & True        & 89           &      88 &          18736 &        144 \\
 friar               & False       & 103          &      88 &          18736 &        144 \\
 lawrence            & False       & 98           &      88 &          18768 &        144 \\
 hold                & True        & 89           &      88 &          18824 &        145 \\
 thy                 & False       & 111          &      88 &          18856 &        145 \\
 desperate           & True        & 89           &      88 &          18920 &        146 \\
 hand                & False       & 90           &      88 &          18920 &        146 \\
 art                 & True        & 89           &      88 &          18976 &        147 \\
 thou                & False       & 176          &      88 &          18976 &        147 \\
 man                 & False       & 90           &      89 &          15416 &         93 \\
 thy                 & False       & 112          &      89 &          15416 &         93 \\
 form                & True        & 90           &      89 &          15472 &         94 \\
 cries               & False       & 90           &      89 &          15472 &         94 \\
 thou                & False       & 177          &      89 &          15472 &         94 \\
 art                 & False       & 90           &      89 &          15472 &         94 \\
 thy                 & False       & 113          &      89 &          15472 &         94 \\
 tears               & True        & 90           &      89 &          15528 &         95 \\
 womanish            & True        & 90           &      89 &          15592 &         96 \\
 thy                 & False       & 114          &      89 &          15560 &         96 \\
 wild                & True        & 90           &      89 &          15616 &         97 \\
 acts                & True        & 90           &      89 &          15672 &         98 \\
 denote              & True        & 90           &      89 &          15728 &         99 \\
 unreasonable        & True        & 90           &      89 &          15792 &        100 \\
 fury                & True        & 90           &      89 &          15848 &        101 \\
 beast               & True        & 90           &      89 &          15904 &        102 \\
 unseemly            & True        & 90           &      89 &          15968 &        103 \\
 woman               & True        & 90           &      89 &          16024 &        104 \\
 seeming             & True        & 90           &      89 &          16080 &        105 \\
 man                 & False       & 91           &      89 &          16080 &        105 \\
 illbeseeming        & True        & 90           &      89 &          16144 &        106 \\
 beast               & False       & 91           &      89 &          16144 &        106 \\
 seeming             & False       & 91           &      89 &          16144 &        106 \\
 thou                & False       & 178          &      89 &          16144 &        106 \\
 hast                & True        & 90           &      89 &          16200 &        107 \\
 amaz’d              & True        & 90           &      89 &          16288 &        108 \\
 holy                & False       & 90           &      89 &          16288 &        108 \\
 order               & True        & 90           &      89 &          16344 &        109 \\
 thought             & True        & 90           &      89 &          16400 &        110 \\
 thy                 & False       & 115          &      89 &          16432 &        110 \\
 disposition         & True        & 90           &      89 &          16496 &        111 \\
 better              & True        & 90           &      89 &          16552 &        112 \\
 temper’d            & True        & 90           &      89 &          16648 &        113 \\
 hast                & False       & 91           &      89 &          16648 &        113 \\
 thou                & False       & 179          &      89 &          16648 &        113 \\
 slain               & True        & 90           &      89 &          16704 &        114 \\
 tybalt              & False       & 111          &      89 &          16704 &        114 \\
 wilt                & True        & 90           &      89 &          16760 &        115 \\
 thou                & False       & 180          &      89 &          16760 &        115 \\
 slay                & True        & 90           &      89 &          16816 &        116 \\
 thyself             & True        & 90           &      89 &          16872 &        117 \\
 slay                & False       & 91           &      89 &          16872 &        117 \\
 thy                 & False       & 116          &      89 &          16872 &        117 \\
 lady                & False       & 90           &      89 &          16872 &        117 \\
 thy                 & False       & 117          &      89 &          16872 &        117 \\
 life                & True        & 90           &      89 &          16928 &        118 \\
 lives               & True        & 90           &      89 &          16984 &        119 \\
 damned              & True        & 90           &      89 &          17040 &        120 \\
 hate                & True        & 90           &      89 &          17096 &        121 \\
 upon                & True        & 90           &      89 &          17152 &        122 \\
 thyself             & False       & 91           &      89 &          17152 &        122 \\
 rail’st             & True        & 90           &      89 &          17240 &        123 \\
 thou                & False       & 181          &      89 &          17240 &        123 \\
 thy                 & False       & 118          &      89 &          17240 &        123 \\
 birth               & True        & 90           &      89 &          17296 &        124 \\
 heaven              & True        & 90           &      89 &          17352 &        125 \\
 earth               & True        & 90           &      89 &          17408 &        126 \\
 since               & True        & 90           &      89 &          17464 &        127 \\
 birth               & False       & 91           &      89 &          17464 &        127 \\
 heaven              & False       & 91           &      89 &          17464 &        127 \\
 earth               & False       & 91           &      89 &          17464 &        127 \\
 three               & True        & 90           &      89 &          17520 &        128 \\
 meet                & True        & 90           &      89 &          17576 &        129 \\
 thee                & False       & 90           &      89 &          17576 &        129 \\
 thou                & False       & 182          &      89 &          17576 &        129 \\
 wouldst             & True        & 90           &      89 &          17632 &        130 \\
 lose                & True        & 90           &      89 &          17688 &        131 \\
 fie                 & True        & 90           &      89 &          17744 &        132 \\
 fie                 & False       & 91           &      89 &          17744 &        132 \\
 thou                & False       & 183          &      89 &          17744 &        132 \\
 sham’st             & True        & 90           &      89 &          17832 &        133 \\
 thy                 & False       & 119          &      89 &          17832 &        133 \\
 shape               & True        & 90           &      89 &          17888 &        134 \\
 thy                 & False       & 120          &      89 &          17888 &        134 \\
 love                & False       & 108          &      89 &          17888 &        134 \\
 thy                 & False       & 121          &      89 &          17888 &        134 \\
 wit                 & True        & 90           &      89 &          17944 &        135 \\
 like                & False       & 90           &      89 &          17944 &        135 \\
 usurer              & True        & 90           &      89 &          18000 &        136 \\
 abound’st           & True        & 90           &      89 &          18096 &        137 \\
 usest               & True        & 90           &      89 &          18152 &        138 \\
 none                & True        & 90           &      89 &          18208 &        139 \\
 true                & True        & 90           &      89 &          18264 &        140 \\
 use                 & True        & 90           &      89 &          18320 &        141 \\
 indeed              & True        & 90           &      89 &          18376 &        142 \\
 bedeck              & True        & 90           &      89 &          18432 &        143 \\
 thy                 & False       & 122          &      89 &          18400 &        143 \\
 shape               & False       & 91           &      89 &          18400 &        143 \\
 thy                 & False       & 123          &      89 &          18432 &        143 \\
 love                & False       & 109          &      89 &          18432 &        143 \\
 thy                 & False       & 124          &      89 &          18432 &        143 \\
 wit                 & False       & 91           &      89 &          18432 &        143 \\
 thy                 & False       & 125          &      89 &          18432 &        143 \\
 noble               & True        & 90           &      89 &          18488 &        144 \\
 shape               & False       & 92           &      89 &          18488 &        144 \\
 form                & False       & 91           &      89 &          18488 &        144 \\
 wax                 & True        & 90           &      89 &          18544 &        145 \\
 digressing          & True        & 90           &      89 &          18608 &        146 \\
 valour              & True        & 90           &      89 &          18664 &        147 \\
 man                 & False       & 92           &      89 &          18664 &        147 \\
 thy                 & False       & 126          &      90 &          15096 &         90 \\
 dear                & True        & 91           &      90 &          15152 &         91 \\
 love                & False       & 110          &      90 &          15152 &         91 \\
 sworn               & True        & 91           &      90 &          15208 &         92 \\
 hollow              & True        & 91           &      90 &          15264 &         93 \\
 perjury             & True        & 91           &      90 &          15320 &         94 \\
 killing             & True        & 91           &      90 &          15376 &         95 \\
 love                & False       & 111          &      90 &          15344 &         95 \\
 thou                & False       & 184          &      90 &          15344 &         95 \\
 hast                & False       & 92           &      90 &          15344 &         95 \\
 vow’d               & True        & 91           &      90 &          15432 &         96 \\
 cherish             & True        & 91           &      90 &          15488 &         97 \\
 thy                 & False       & 127          &      90 &          15488 &         97 \\
 wit                 & False       & 92           &      90 &          15488 &         97 \\
 ornament            & True        & 91           &      90 &          15552 &         98 \\
 shape               & False       & 93           &      90 &          15584 &         98 \\
 love                & False       & 112          &      90 &          15616 &         98 \\
 misshapen           & True        & 91           &      90 &          15680 &         99 \\
 conduct             & True        & 91           &      90 &          15736 &        100 \\
 like                & False       & 91           &      90 &          15736 &        100 \\
 powder              & True        & 91           &      90 &          15792 &        101 \\
 skilless            & True        & 91           &      90 &          15856 &        102 \\
 soldier’s           & True        & 91           &      90 &          15952 &        103 \\
 flask               & True        & 91           &      90 &          16008 &        104 \\
 set                 & True        & 91           &      90 &          16064 &        105 \\
 afire               & True        & 91           &      90 &          16120 &        106 \\
 thine               & True        & 91           &      90 &          16176 &        107 \\
 ignorance           & True        & 91           &      90 &          16240 &        108 \\
 thou                & False       & 185          &      90 &          16240 &        108 \\
 dismember’d         & True        & 91           &      90 &          16336 &        109 \\
 thine               & False       & 92           &      90 &          16336 &        109 \\
 defence             & True        & 91           &      90 &          16392 &        110 \\
 rouse               & True        & 91           &      90 &          16448 &        111 \\
 thee                & False       & 91           &      90 &          16448 &        111 \\
 man                 & False       & 93           &      90 &          16448 &        111 \\
 thy                 & False       & 128          &      90 &          16448 &        111 \\
 juliet              & False       & 115          &      90 &          16480 &        111 \\
 alive               & True        & 91           &      90 &          16536 &        112 \\
 whose               & True        & 91           &      90 &          16592 &        113 \\
 dear                & False       & 92           &      90 &          16592 &        113 \\
 sake                & False       & 91           &      90 &          16592 &        113 \\
 thou                & False       & 186          &      90 &          16592 &        113 \\
 wast                & True        & 91           &      90 &          16648 &        114 \\
 lately              & True        & 91           &      90 &          16704 &        115 \\
 dead                & True        & 91           &      90 &          16760 &        116 \\
 art                 & False       & 91           &      90 &          16760 &        116 \\
 thou                & False       & 187          &      90 &          16760 &        116 \\
 happy               & True        & 91           &      90 &          16816 &        117 \\
 tybalt              & False       & 112          &      90 &          16784 &        117 \\
 would               & True        & 91           &      90 &          16840 &        118 \\
 kill                & True        & 91           &      90 &          16896 &        119 \\
 thee                & False       & 92           &      90 &          16896 &        119 \\
 thou                & False       & 188          &      90 &          16896 &        119 \\
 slew’st             & True        & 91           &      90 &          16984 &        120 \\
 tybalt              & False       & 113          &      90 &          17016 &        120 \\
 art                 & False       & 92           &      90 &          17016 &        120 \\
 thou                & False       & 189          &      90 &          17016 &        120 \\
 happy               & False       & 92           &      90 &          17016 &        120 \\
 law                 & True        & 91           &      90 &          17072 &        121 \\
 threaten’d          & True        & 91           &      90 &          17168 &        122 \\
 death               & False       & 98           &      90 &          17136 &        122 \\
 becomes             & True        & 91           &      90 &          17192 &        123 \\
 thy                 & False       & 129          &      90 &          17192 &        123 \\
 friend              & True        & 91           &      90 &          17248 &        124 \\
 turns               & True        & 91           &      90 &          17304 &        125 \\
 exile               & True        & 91           &      90 &          17360 &        126 \\
 art                 & False       & 93           &      90 &          17360 &        126 \\
 thou                & False       & 190          &      90 &          17360 &        126 \\
 happy               & False       & 93           &      90 &          17360 &        126 \\
 pack                & True        & 91           &      90 &          17416 &        127 \\
 blessings           & True        & 91           &      90 &          17480 &        128 \\
 light               & True        & 91           &      90 &          17536 &        129 \\
 upon                & False       & 91           &      90 &          17536 &        129 \\
 thy                 & False       & 130          &      90 &          17536 &        129 \\
 back                & True        & 91           &      90 &          17592 &        130 \\
 happiness           & True        & 91           &      90 &          17656 &        131 \\
 courts              & True        & 91           &      90 &          17712 &        132 \\
 thee                & False       & 93           &      90 &          17712 &        132 \\
 best                & True        & 91           &      90 &          17768 &        133 \\
 array               & True        & 91           &      90 &          17824 &        134 \\
 like                & False       & 92           &      90 &          17824 &        134 \\
 misshaped           & True        & 91           &      90 &          17888 &        135 \\
 sullen              & True        & 91           &      90 &          17944 &        136 \\
 wench               & True        & 91           &      90 &          18000 &        137 \\
 thou                & False       & 191          &      90 &          18000 &        137 \\
 putt’st             & True        & 91           &      90 &          18088 &        138 \\
 thy                 & False       & 131          &      90 &          18088 &        138 \\
 fortune             & True        & 91           &      90 &          18144 &        139 \\
 thy                 & False       & 132          &      90 &          18144 &        139 \\
 love                & False       & 113          &      90 &          18112 &        139 \\
 take                & True        & 91           &      90 &          18168 &        140 \\
 heed                & True        & 91           &      90 &          18224 &        141 \\
 take                & False       & 92           &      90 &          18224 &        141 \\
 heed                & False       & 92           &      90 &          18224 &        141 \\
 die                 & True        & 91           &      90 &          18280 &        142 \\
 miserable           & True        & 91           &      90 &          18344 &        143 \\
 go                  & True        & 91           &      90 &          18400 &        144 \\
 get                 & True        & 91           &      90 &          18456 &        145 \\
 thee                & False       & 94           &      90 &          18456 &        145 \\
 thy                 & False       & 133          &      90 &          18456 &        145 \\
 love                & False       & 114          &      91 &          15224 &         92 \\
 decreed             & True        & 92           &      91 &          15280 &         93 \\
 ascend              & True        & 92           &      91 &          15336 &         94 \\
 chamber             & True        & 92           &      91 &          15392 &         95 \\
 hence               & True        & 92           &      91 &          15448 &         96 \\
 comfort             & True        & 92           &      91 &          15504 &         97 \\
 look                & True        & 92           &      91 &          15560 &         98 \\
 thou                & False       & 192          &      91 &          15560 &         98 \\
 stay                & True        & 92           &      91 &          15616 &         99 \\
 till                & True        & 92           &      91 &          15672 &        100 \\
 watch               & True        & 92           &      91 &          15728 &        101 \\
 set                 & False       & 92           &      91 &          15728 &        101 \\
 thou                & False       & 193          &      91 &          15728 &        101 \\
 canst               & True        & 92           &      91 &          15784 &        102 \\
 pass                & True        & 92           &      91 &          15840 &        103 \\
 mantua              & True        & 92           &      91 &          15896 &        104 \\
 thou                & False       & 194          &      91 &          15896 &        104 \\
 shalt               & True        & 92           &      91 &          15952 &        105 \\
 live                & True        & 92           &      91 &          16008 &        106 \\
 till                & False       & 93           &      91 &          16008 &        106 \\
 find                & True        & 92           &      91 &          16064 &        107 \\
 time                & True        & 92           &      91 &          16120 &        108 \\
 blaze               & True        & 92           &      91 &          16176 &        109 \\
 marriage            & True        & 92           &      91 &          16240 &        110 \\
 reconcile           & True        & 92           &      91 &          16304 &        111 \\
 friends             & True        & 92           &      91 &          16360 &        112 \\
 beg                 & True        & 92           &      91 &          16416 &        113 \\
 pardon              & True        & 92           &      91 &          16472 &        114 \\
 prince              & True        & 92           &      91 &          16528 &        115 \\
 call                & True        & 92           &      91 &          16584 &        116 \\
 thee                & False       & 95           &      91 &          16616 &        116 \\
 back                & False       & 92           &      91 &          16616 &        116 \\
 twenty              & True        & 92           &      91 &          16672 &        117 \\
 hundred             & True        & 92           &      91 &          16728 &        118 \\
