lossy_count memory usage (k=100)
\begin{tabular}{lllrrr}
\hline
 Word                & isNewWord   & Word Count   &   Delta &   Memory Usage &   \#Buckets \\
\hline
 fray                & True        & 11           &      10 &          19032 &        158 \\
 yet                 & True        & 11           &      10 &          19088 &        159 \\
 tell                & True        & 11           &      10 &          19144 &        160 \\
 heard               & True        & 11           &      10 &          19200 &        161 \\
 here’s              & True        & 11           &      10 &          19288 &        162 \\
 much                & False       & 11           &      10 &          19288 &        162 \\
 hate                & True        & 11           &      10 &          19344 &        163 \\
 love                & False       & 16           &      10 &          19312 &        163 \\
 brawling            & True        & 11           &      10 &          19376 &        164 \\
 love                & False       & 17           &      10 &          19408 &        164 \\
 loving              & True        & 11           &      10 &          19464 &        165 \\
 hate                & False       & 12           &      10 &          19464 &        165 \\
 anything            & True        & 11           &      10 &          19528 &        166 \\
 nothing             & True        & 11           &      10 &          19584 &        167 \\
 first               & True        & 11           &      10 &          19640 &        168 \\
 create              & True        & 11           &      10 &          19696 &        169 \\
 heavy               & False       & 11           &      10 &          19696 &        169 \\
 lightness           & True        & 11           &      10 &          19760 &        170 \\
 serious             & True        & 11           &      10 &          19816 &        171 \\
 vanity              & True        & 11           &      10 &          19872 &        172 \\
 misshapen           & True        & 11           &      10 &          19936 &        173 \\
 chaos               & True        & 11           &      10 &          19992 &        174 \\
 wellseeming         & True        & 11           &      10 &          20056 &        175 \\
 forms               & True        & 11           &      10 &          20112 &        176 \\
 feather             & True        & 11           &      10 &          20168 &        177 \\
 lead                & True        & 11           &      10 &          20224 &        178 \\
 bright              & True        & 11           &      11 &          15192 &         95 \\
 smoke               & True        & 12           &      11 &          15248 &         96 \\
 cold                & True        & 12           &      11 &          15304 &         97 \\
 fire                & True        & 12           &      11 &          15360 &         98 \\
 sick                & True        & 12           &      11 &          15416 &         99 \\
 health              & True        & 12           &      11 &          15472 &        100 \\
 stillwaking         & True        & 12           &      11 &          15536 &        101 \\
 sleep               & True        & 12           &      11 &          15592 &        102 \\
 love                & False       & 18           &      11 &          15560 &        102 \\
 feel                & True        & 12           &      11 &          15616 &        103 \\
 feel                & False       & 13           &      11 &          15616 &        103 \\
 love                & False       & 19           &      11 &          15648 &        103 \\
 dost                & True        & 12           &      11 &          15704 &        104 \\
 thou                & False       & 15           &      11 &          15704 &        104 \\
 laugh               & True        & 12           &      11 &          15760 &        105 \\
 benvolio            & False       & 21           &      11 &          15728 &        105 \\
 coz                 & True        & 12           &      11 &          15784 &        106 \\
 rather              & True        & 12           &      11 &          15840 &        107 \\
 weep                & True        & 12           &      11 &          15896 &        108 \\
 romeo               & False       & 17           &      11 &          15928 &        108 \\
 good                & False       & 12           &      11 &          15928 &        108 \\
 heart               & True        & 12           &      11 &          15984 &        109 \\
 benvolio            & False       & 22           &      11 &          16016 &        109 \\
 thy                 & False       & 12           &      11 &          16016 &        109 \\
 good                & False       & 13           &      11 &          16016 &        109 \\
 heart’s             & True        & 12           &      11 &          16104 &        110 \\
 oppression          & True        & 12           &      11 &          16168 &        111 \\
 romeo               & False       & 18           &      11 &          16136 &        111 \\
 love’s              & True        & 12           &      11 &          16224 &        112 \\
 transgression       & True        & 12           &      11 &          16288 &        113 \\
 griefs              & True        & 12           &      11 &          16344 &        114 \\
 mine                & True        & 12           &      11 &          16400 &        115 \\
 lie                 & True        & 12           &      11 &          16456 &        116 \\
 heavy               & False       & 12           &      11 &          16456 &        116 \\
 breast              & True        & 12           &      11 &          16512 &        117 \\
 thou                & False       & 16           &      11 &          16480 &        117 \\
 wilt                & True        & 12           &      11 &          16536 &        118 \\
 propagate           & True        & 12           &      11 &          16600 &        119 \\
 prest               & True        & 12           &      11 &          16656 &        120 \\
 thine               & True        & 12           &      11 &          16712 &        121 \\
 love                & False       & 20           &      11 &          16712 &        121 \\
 thou                & False       & 17           &      11 &          16744 &        121 \\
 hast                & True        & 12           &      11 &          16800 &        122 \\
 shown               & True        & 12           &      11 &          16856 &        123 \\
 doth                & True        & 12           &      11 &          16912 &        124 \\
 add                 & True        & 12           &      11 &          16968 &        125 \\
 grief               & True        & 12           &      11 &          17024 &        126 \\
 much                & False       & 12           &      11 &          17024 &        126 \\
 mine                & False       & 13           &      11 &          17024 &        126 \\
 love                & False       & 21           &      11 &          16992 &        126 \\
 smoke               & False       & 13           &      11 &          16992 &        126 \\
 made                & True        & 12           &      11 &          17048 &        127 \\
 fume                & True        & 12           &      11 &          17104 &        128 \\
 sighs               & True        & 12           &      11 &          17160 &        129 \\
 purg’d              & True        & 12           &      11 &          17248 &        130 \\
 fire                & False       & 13           &      11 &          17248 &        130 \\
 sparkling           & True        & 12           &      11 &          17312 &        131 \\
 lovers’             & True        & 12           &      11 &          17400 &        132 \\
 eyes                & False       & 12           &      11 &          17400 &        132 \\
 vex’d               & True        & 12           &      11 &          17488 &        133 \\
 sea                 & True        & 12           &      11 &          17544 &        134 \\
 nourish’d           & True        & 12           &      11 &          17640 &        135 \\
 lovers’             & False       & 13           &      11 &          17640 &        135 \\
 tears               & True        & 12           &      11 &          17696 &        136 \\
 else                & True        & 12           &      11 &          17752 &        137 \\
 madness             & True        & 12           &      11 &          17808 &        138 \\
 discreet            & True        & 12           &      11 &          17872 &        139 \\
 choking             & True        & 12           &      11 &          17928 &        140 \\
 gall                & True        & 12           &      11 &          17984 &        141 \\
 preserving          & True        & 12           &      11 &          18048 &        142 \\
 sweet               & True        & 12           &      11 &          18104 &        143 \\
 farewell            & True        & 12           &      11 &          18168 &        144 \\
 coz                 & False       & 13           &      11 &          18168 &        144 \\
 going               & True        & 12           &      11 &          18224 &        145 \\
 benvolio            & False       & 23           &      11 &          18192 &        145 \\
 soft                & True        & 12           &      11 &          18248 &        146 \\
 go                  & True        & 12           &      11 &          18304 &        147 \\
 along               & True        & 12           &      11 &          18360 &        148 \\
 leave               & True        & 12           &      11 &          18416 &        149 \\
 wrong               & True        & 12           &      11 &          18472 &        150 \\
 romeo               & False       & 19           &      11 &          18504 &        150 \\
 tut                 & True        & 12           &      11 &          18560 &        151 \\
 lost                & True        & 12           &      11 &          18616 &        152 \\
 romeo               & False       & 20           &      11 &          18616 &        152 \\
 he’s                & True        & 12           &      11 &          18704 &        153 \\
 benvolio            & False       & 24           &      11 &          18704 &        153 \\
 tell                & False       & 12           &      11 &          18704 &        153 \\
 sadness             & False       & 12           &      11 &          18704 &        153 \\
 love                & False       & 22           &      11 &          18736 &        153 \\
 romeo               & False       & 21           &      11 &          18704 &        153 \\
 shall               & False       & 12           &      11 &          18704 &        153 \\
 groan               & True        & 12           &      11 &          18760 &        154 \\
 tell                & False       & 13           &      11 &          18760 &        154 \\
 thee                & True        & 12           &      11 &          18816 &        155 \\
 benvolio            & False       & 25           &      11 &          18848 &        155 \\
 groan               & False       & 13           &      11 &          18848 &        155 \\
 sadly               & True        & 12           &      11 &          18904 &        156 \\
 tell                & False       & 14           &      11 &          18936 &        156 \\
 romeo               & False       & 22           &      11 &          18936 &        156 \\
 bid                 & True        & 12           &      11 &          18992 &        157 \\
 sick                & False       & 13           &      12 &          14936 &         88 \\
 man                 & True        & 13           &      12 &          14992 &         89 \\
 sadness             & False       & 13           &      12 &          14992 &         89 \\
 make                & True        & 13           &      12 &          15048 &         90 \\
 word                & True        & 13           &      12 &          15104 &         91 \\
 ill                 & True        & 13           &      12 &          15160 &         92 \\
 urg’d               & True        & 13           &      12 &          15248 &         93 \\
 one                 & True        & 13           &      12 &          15304 &         94 \\
 ill                 & False       & 14           &      12 &          15304 &         94 \\
 sadness             & False       & 14           &      12 &          15304 &         94 \\
 cousin              & True        & 13           &      12 &          15360 &         95 \\
 love                & False       & 23           &      12 &          15360 &         95 \\
 woman               & True        & 13           &      12 &          15416 &         96 \\
 benvolio            & False       & 26           &      12 &          15416 &         96 \\
 aim’d               & True        & 13           &      12 &          15504 &         97 \\
 near                & True        & 13           &      12 &          15560 &         98 \\
 suppos’d            & True        & 13           &      12 &          15656 &         99 \\
 lov’d               & True        & 13           &      12 &          15744 &        100 \\
 romeo               & False       & 23           &      12 &          15712 &        100 \\
 right               & True        & 13           &      12 &          15768 &        101 \\
 good                & False       & 14           &      12 &          15768 &        101 \\
 markman             & True        & 13           &      12 &          15824 &        102 \\
 she’s               & True        & 13           &      12 &          15912 &        103 \\
 fair                & True        & 13           &      12 &          15968 &        104 \\
 love                & False       & 24           &      12 &          15968 &        104 \\
 benvolio            & False       & 27           &      12 &          15936 &        104 \\
 right               & False       & 14           &      12 &          15936 &        104 \\
 fair                & False       & 14           &      12 &          15936 &        104 \\
 mark                & True        & 13           &      12 &          15992 &        105 \\
 fair                & False       & 15           &      12 &          16024 &        105 \\
 coz                 & False       & 14           &      12 &          16024 &        105 \\
 soonest             & True        & 13           &      12 &          16080 &        106 \\
 hit                 & True        & 13           &      12 &          16136 &        107 \\
 romeo               & False       & 24           &      12 &          16136 &        107 \\
 well                & True        & 13           &      12 &          16192 &        108 \\
 hit                 & False       & 14           &      12 &          16192 &        108 \\
 miss                & True        & 13           &      12 &          16248 &        109 \\
 she’ll              & True        & 13           &      12 &          16336 &        110 \\
 hit                 & False       & 15           &      12 &          16336 &        110 \\
 cupid’s             & True        & 13           &      12 &          16424 &        111 \\
 arrow               & True        & 13           &      12 &          16480 &        112 \\
 hath                & True        & 13           &      12 &          16536 &        113 \\
 dian’s              & True        & 13           &      12 &          16624 &        114 \\
 wit                 & True        & 13           &      12 &          16680 &        115 \\
 strong              & True        & 13           &      12 &          16736 &        116 \\
 proof               & True        & 13           &      12 &          16792 &        117 \\
 chastity            & True        & 13           &      12 &          16856 &        118 \\
 well                & False       & 14           &      12 &          16856 &        118 \\
 arm’d               & True        & 13           &      12 &          16944 &        119 \\
 love’s              & False       & 13           &      12 &          16944 &        119 \\
 weak                & True        & 13           &      12 &          17000 &        120 \\
 childish            & True        & 13           &      12 &          17064 &        121 \\
 bow                 & True        & 13           &      12 &          17120 &        122 \\
 lives               & True        & 13           &      12 &          17176 &        123 \\
 uncharm’d           & True        & 13           &      12 &          17272 &        124 \\
 stay                & True        & 13           &      12 &          17328 &        125 \\
 siege               & True        & 13           &      12 &          17384 &        126 \\
 loving              & True        & 13           &      12 &          17440 &        127 \\
 terms               & True        & 13           &      12 &          17496 &        128 \\
 bide                & True        & 13           &      12 &          17552 &        129 \\
 th’encounter        & True        & 13           &      12 &          17656 &        130 \\
 assailing           & True        & 13           &      12 &          17720 &        131 \\
 eyes                & False       & 13           &      12 &          17720 &        131 \\
 ope                 & True        & 13           &      12 &          17776 &        132 \\
 lap                 & True        & 13           &      12 &          17832 &        133 \\
 saintseducing       & True        & 13           &      12 &          17896 &        134 \\
 gold                & True        & 13           &      12 &          17952 &        135 \\
 she’s               & False       & 14           &      12 &          17952 &        135 \\
 rich                & True        & 13           &      12 &          18008 &        136 \\
 beauty              & True        & 13           &      12 &          18064 &        137 \\
 poor                & True        & 13           &      12 &          18120 &        138 \\
 dies                & True        & 13           &      12 &          18176 &        139 \\
 beauty              & False       & 14           &      12 &          18176 &        139 \\
 dies                & False       & 14           &      12 &          18176 &        139 \\
 store               & True        & 13           &      12 &          18232 &        140 \\
 benvolio            & False       & 28           &      12 &          18264 &        140 \\
 hath                & False       & 14           &      12 &          18264 &        140 \\
 sworn               & True        & 13           &      12 &          18320 &        141 \\
 still               & True        & 13           &      12 &          18376 &        142 \\
 live                & True        & 13           &      12 &          18432 &        143 \\
 chaste              & True        & 13           &      12 &          18488 &        144 \\
 romeo               & False       & 25           &      12 &          18520 &        144 \\
 hath                & False       & 15           &      12 &          18520 &        144 \\
 sparing             & True        & 13           &      12 &          18576 &        145 \\
 makes               & True        & 13           &      12 &          18632 &        146 \\
 huge                & True        & 13           &      12 &          18688 &        147 \\
 waste               & True        & 13           &      12 &          18744 &        148 \\
 beauty              & False       & 15           &      12 &          18744 &        148 \\
 starv’d             & True        & 13           &      12 &          18832 &        149 \\
 severity            & True        & 13           &      12 &          18896 &        150 \\
 cuts                & True        & 13           &      12 &          18952 &        151 \\
 beauty              & False       & 16           &      12 &          18952 &        151 \\
 posterity           & True        & 13           &      12 &          19016 &        152 \\
 fair                & False       & 16           &      12 &          19016 &        152 \\
 wise                & True        & 13           &      12 &          19072 &        153 \\
 wisely              & True        & 13           &      12 &          19128 &        154 \\
 fair                & False       & 17           &      12 &          19128 &        154 \\
 merit               & True        & 13           &      12 &          19184 &        155 \\
 bliss               & True        & 13           &      12 &          19240 &        156 \\
 making              & True        & 13           &      12 &          19296 &        157 \\
 despair             & True        & 13           &      13 &          15560 &         95 \\
 hath                & False       & 16           &      13 &          15560 &         95 \\
 forsworn            & True        & 14           &      13 &          15624 &         96 \\
 love                & False       & 25           &      13 &          15624 &         96 \\
 vow                 & True        & 14           &      13 &          15680 &         97 \\
 live                & False       & 14           &      13 &          15680 &         97 \\
 dead                & True        & 14           &      13 &          15736 &         98 \\
 live                & False       & 15           &      13 &          15736 &         98 \\
 tell                & False       & 15           &      13 &          15736 &         98 \\
 benvolio            & False       & 29           &      13 &          15736 &         98 \\
 rul’d               & True        & 14           &      13 &          15824 &         99 \\
 forget              & True        & 14           &      13 &          15880 &        100 \\
 think               & True        & 14           &      13 &          15936 &        101 \\
 romeo               & False       & 26           &      13 &          15968 &        101 \\
 teach               & True        & 14           &      13 &          16024 &        102 \\
 forget              & False       & 15           &      13 &          16024 &        102 \\
 think               & False       & 15           &      13 &          16024 &        102 \\
 benvolio            & False       & 30           &      13 &          16024 &        102 \\
 giving              & True        & 14           &      13 &          16080 &        103 \\
 liberty             & True        & 14           &      13 &          16136 &        104 \\
 unto                & True        & 14           &      13 &          16192 &        105 \\
 thine               & True        & 14           &      13 &          16248 &        106 \\
 eyes                & False       & 14           &      13 &          16248 &        106 \\
 examine             & True        & 14           &      13 &          16304 &        107 \\
 beauties            & True        & 14           &      13 &          16368 &        108 \\
 romeo               & False       & 27           &      13 &          16336 &        108 \\
 ’tis                & True        & 14           &      13 &          16424 &        109 \\
 way                 & True        & 14           &      13 &          16480 &        110 \\
 call                & True        & 14           &      13 &          16536 &        111 \\
 exquisite           & True        & 14           &      13 &          16600 &        112 \\
 question            & True        & 14           &      13 &          16664 &        113 \\
 happy               & True        & 14           &      13 &          16720 &        114 \\
 masks               & True        & 14           &      13 &          16776 &        115 \\
 kiss                & True        & 14           &      13 &          16832 &        116 \\
 fair                & False       & 18           &      13 &          16832 &        116 \\
 ladies’             & True        & 14           &      13 &          16920 &        117 \\
 brows               & True        & 14           &      13 &          16976 &        118 \\
 black               & True        & 14           &      13 &          17032 &        119 \\
 puts                & True        & 14           &      13 &          17088 &        120 \\
 us                  & True        & 14           &      13 &          17144 &        121 \\
 mind                & True        & 14           &      13 &          17200 &        122 \\
 hide                & True        & 14           &      13 &          17256 &        123 \\
 fair                & False       & 19           &      13 &          17288 &        123 \\
 strucken            & True        & 14           &      13 &          17352 &        124 \\
 blind               & True        & 14           &      13 &          17408 &        125 \\
 cannot              & True        & 14           &      13 &          17464 &        126 \\
 forget              & False       & 16           &      13 &          17464 &        126 \\
 precious            & True        & 14           &      13 &          17528 &        127 \\
 treasure            & True        & 14           &      13 &          17592 &        128 \\
 eyesight            & True        & 14           &      13 &          17656 &        129 \\
 lost                & True        & 14           &      13 &          17712 &        130 \\
 show                & True        & 14           &      13 &          17768 &        131 \\
 mistress            & True        & 14           &      13 &          17832 &        132 \\
 passing             & True        & 14           &      13 &          17888 &        133 \\
 fair                & False       & 20           &      13 &          17888 &        133 \\
 doth                & True        & 14           &      13 &          17944 &        134 \\
 beauty              & False       & 17           &      13 &          17944 &        134 \\
 serve               & True        & 14           &      13 &          18000 &        135 \\
 note                & True        & 14           &      13 &          18056 &        136 \\
 may                 & True        & 14           &      13 &          18112 &        137 \\
 read                & True        & 14           &      13 &          18168 &        138 \\
 pass’d              & True        & 14           &      13 &          18256 &        139 \\
 passing             & False       & 15           &      13 &          18256 &        139 \\
 fair                & False       & 21           &      13 &          18224 &        139 \\
 farewell            & True        & 14           &      13 &          18288 &        140 \\
 thou                & False       & 18           &      13 &          18288 &        140 \\
 canst               & True        & 14           &      13 &          18344 &        141 \\
 teach               & False       & 15           &      13 &          18344 &        141 \\
 forget              & False       & 17           &      13 &          18344 &        141 \\
 benvolio            & False       & 31           &      13 &          18344 &        141 \\
 i’ll                & True        & 14           &      13 &          18432 &        142 \\
 pay                 & True        & 14           &      13 &          18488 &        143 \\
 doctrine            & True        & 14           &      13 &          18552 &        144 \\
 else                & True        & 14           &      13 &          18608 &        145 \\
 die                 & True        & 14           &      13 &          18664 &        146 \\
 debt                & True        & 14           &      13 &          18720 &        147 \\
 exeunt              & True        & 14           &      13 &          18776 &        148 \\
 scene               & False       & 28           &      13 &          18808 &        148 \\
 ii                  & True        & 14           &      13 &          18864 &        149 \\
 street              & True        & 14           &      13 &          18920 &        150 \\
 enter               & True        & 14           &      13 &          18976 &        151 \\
 capulet             & False       & 19           &      13 &          19008 &        151 \\
 paris               & True        & 14           &      13 &          19064 &        152 \\
 servant             & True        & 14           &      13 &          19120 &        153 \\
 capulet             & False       & 20           &      13 &          19120 &        153 \\
 montague            & False       & 24           &      13 &          19088 &        153 \\
 bound               & True        & 14           &      13 &          19144 &        154 \\
 well                & False       & 15           &      13 &          19144 &        154 \\
 penalty             & True        & 14           &      13 &          19200 &        155 \\
 alike               & True        & 14           &      13 &          19256 &        156 \\
 ’tis                & False       & 15           &      13 &          19256 &        156 \\
 hard                & True        & 14           &      13 &          19312 &        157 \\
 think               & False       & 16           &      13 &          19312 &        157 \\
 men                 & True        & 14           &      13 &          19368 &        158 \\
 old                 & True        & 14           &      13 &          19424 &        159 \\
 keep                & True        & 14           &      13 &          19480 &        160 \\
 peace               & True        & 14           &      13 &          19536 &        161 \\
 paris               & False       & 15           &      13 &          19536 &        161 \\
 honourable          & True        & 14           &      13 &          19600 &        162 \\
 reckoning           & True        & 14           &      13 &          19664 &        163 \\
 pity                & True        & 14           &      14 &          15272 &         94 \\
 ’tis                & False       & 16           &      14 &          15272 &         94 \\
 liv’d               & True        & 15           &      14 &          15360 &         95 \\
 odds                & True        & 15           &      14 &          15416 &         96 \\
 long                & True        & 15           &      14 &          15472 &         97 \\
 lord                & True        & 15           &      14 &          15528 &         98 \\
 say                 & True        & 15           &      14 &          15584 &         99 \\
 suit                & True        & 15           &      14 &          15640 &        100 \\
 capulet             & False       & 21           &      14 &          15608 &        100 \\
 saying              & True        & 15           &      14 &          15664 &        101 \\
 o’er                & True        & 15           &      14 &          15752 &        102 \\
 said                & True        & 15           &      14 &          15808 &        103 \\
 child               & True        & 15           &      14 &          15864 &        104 \\
 yet                 & True        & 15           &      14 &          15920 &        105 \\
 stranger            & True        & 15           &      14 &          15984 &        106 \\
 world               & True        & 15           &      14 &          16040 &        107 \\
 hath                & False       & 17           &      14 &          16040 &        107 \\
 seen                & True        & 15           &      14 &          16096 &        108 \\
 change              & True        & 15           &      14 &          16152 &        109 \\
 fourteen            & True        & 15           &      14 &          16216 &        110 \\
 years               & True        & 15           &      14 &          16272 &        111 \\
 let                 & True        & 15           &      14 &          16328 &        112 \\
 two                 & True        & 15           &      14 &          16384 &        113 \\
 summers             & True        & 15           &      14 &          16440 &        114 \\
 wither              & True        & 15           &      14 &          16496 &        115 \\
 pride               & True        & 15           &      14 &          16552 &        116 \\
 ere                 & True        & 15           &      14 &          16608 &        117 \\
 may                 & False       & 15           &      14 &          16608 &        117 \\
 think               & False       & 17           &      14 &          16608 &        117 \\
 ripe                & True        & 15           &      14 &          16664 &        118 \\
 bride               & True        & 15           &      14 &          16720 &        119 \\
 paris               & False       & 16           &      14 &          16720 &        119 \\
 younger             & True        & 15           &      14 &          16776 &        120 \\
 happy               & False       & 15           &      14 &          16776 &        120 \\
 mothers             & True        & 15           &      14 &          16832 &        121 \\
 made                & True        & 15           &      14 &          16888 &        122 \\
 capulet             & False       & 22           &      14 &          16920 &        122 \\
 soon                & True        & 15           &      14 &          16976 &        123 \\
 marr’d              & True        & 15           &      14 &          17064 &        124 \\
 early               & True        & 15           &      14 &          17120 &        125 \\
 made                & False       & 16           &      14 &          17120 &        125 \\
 earth               & True        & 15           &      14 &          17176 &        126 \\
 hath                & False       & 18           &      14 &          17176 &        126 \\
 swallowed           & True        & 15           &      14 &          17240 &        127 \\
 hopes               & True        & 15           &      14 &          17296 &        128 \\
 hopeful             & True        & 15           &      14 &          17352 &        129 \\
 lady                & True        & 15           &      14 &          17408 &        130 \\
 earth               & False       & 16           &      14 &          17408 &        130 \\
 woo                 & True        & 15           &      14 &          17464 &        131 \\
 gentle              & True        & 15           &      14 &          17520 &        132 \\
 paris               & False       & 17           &      14 &          17520 &        132 \\
 get                 & True        & 15           &      14 &          17576 &        133 \\
 heart               & True        & 15           &      14 &          17632 &        134 \\
 consent             & True        & 15           &      14 &          17688 &        135 \\
 part                & True        & 15           &      14 &          17744 &        136 \\
 agree               & True        & 15           &      14 &          17800 &        137 \\
 within              & True        & 15           &      14 &          17856 &        138 \\
 scope               & True        & 15           &      14 &          17912 &        139 \\
 choice              & True        & 15           &      14 &          17968 &        140 \\
 lies                & True        & 15           &      14 &          18024 &        141 \\
 consent             & False       & 16           &      14 &          18024 &        141 \\
 fair                & False       & 22           &      14 &          18024 &        141 \\
 according           & True        & 15           &      14 &          18088 &        142 \\
 voice               & True        & 15           &      14 &          18144 &        143 \\
 night               & True        & 15           &      14 &          18200 &        144 \\
 hold                & True        & 15           &      14 &          18256 &        145 \\
 old                 & False       & 15           &      14 &          18256 &        145 \\
 accustom’d          & True        & 15           &      14 &          18352 &        146 \\
 feast               & True        & 15           &      14 &          18408 &        147 \\
 whereto             & True        & 15           &      14 &          18464 &        148 \\
 invited             & True        & 15           &      14 &          18520 &        149 \\
 many                & True        & 15           &      14 &          18576 &        150 \\
 guest               & True        & 15           &      14 &          18632 &        151 \\
 love                & False       & 26           &      14 &          18632 &        151 \\
 among               & True        & 15           &      14 &          18688 &        152 \\
 store               & True        & 15           &      14 &          18744 &        153 \\
 one                 & True        & 15           &      14 &          18800 &        154 \\
 welcome             & True        & 15           &      14 &          18856 &        155 \\
 makes               & True        & 15           &      14 &          18912 &        156 \\
 number              & True        & 15           &      14 &          18968 &        157 \\
 poor                & True        & 15           &      14 &          19024 &        158 \\
 house               & True        & 15           &      14 &          19080 &        159 \\
 look                & True        & 15           &      14 &          19136 &        160 \\
 behold              & True        & 15           &      14 &          19192 &        161 \\
 night               & False       & 16           &      14 &          19192 &        161 \\
 earthtreading       & True        & 15           &      14 &          19256 &        162 \\
 stars               & True        & 15           &      14 &          19312 &        163 \\
 make                & True        & 15           &      14 &          19368 &        164 \\
 dark                & True        & 15           &      14 &          19424 &        165 \\
 heaven              & True        & 15           &      14 &          19480 &        166 \\
 light               & True        & 15           &      14 &          19536 &        167 \\
 comfort             & True        & 15           &      14 &          19592 &        168 \\
 lusty               & True        & 15           &      14 &          19648 &        169 \\
 young               & True        & 15           &      14 &          19704 &        170 \\
 men                 & False       & 15           &      14 &          19704 &        170 \\
 feel                & True        & 15           &      14 &          19760 &        171 \\
 well                & False       & 16           &      14 &          19760 &        171 \\
 apparell’d          & True        & 15           &      14 &          19856 &        172 \\
 april               & True        & 15           &      14 &          19912 &        173 \\
 heel                & True        & 15           &      14 &          19968 &        174 \\
 limping             & True        & 15           &      15 &          15976 &        108 \\
 winter              & True        & 16           &      15 &          16032 &        109 \\
 treads              & True        & 16           &      15 &          16088 &        110 \\
 even                & True        & 16           &      15 &          16144 &        111 \\
 delight             & True        & 16           &      15 &          16200 &        112 \\
 among               & False       & 16           &      15 &          16200 &        112 \\
 fresh               & True        & 16           &      15 &          16256 &        113 \\
 female              & True        & 16           &      15 &          16312 &        114 \\
 buds                & True        & 16           &      15 &          16368 &        115 \\
 shall               & True        & 16           &      15 &          16424 &        116 \\
 night               & False       & 17           &      15 &          16424 &        116 \\
 inherit             & True        & 16           &      15 &          16480 &        117 \\
 house               & False       & 16           &      15 &          16480 &        117 \\
 hear                & True        & 16           &      15 &          16536 &        118 \\
 see                 & True        & 16           &      15 &          16592 &        119 \\
 like                & True        & 16           &      15 &          16648 &        120 \\
 whose               & True        & 16           &      15 &          16704 &        121 \\
 merit               & True        & 16           &      15 &          16760 &        122 \\
 shall               & False       & 17           &      15 &          16760 &        122 \\
 view                & True        & 16           &      15 &          16816 &        123 \\
 many                & False       & 16           &      15 &          16816 &        123 \\
 mine                & True        & 16           &      15 &          16872 &        124 \\
 one                 & False       & 16           &      15 &          16872 &        124 \\
 may                 & False       & 16           &      15 &          16872 &        124 \\
 stand               & True        & 16           &      15 &          16928 &        125 \\
 number              & False       & 16           &      15 &          16928 &        125 \\
 though              & True        & 16           &      15 &          16984 &        126 \\
 reckoning           & True        & 16           &      15 &          17048 &        127 \\
 none                & True        & 16           &      15 &          17104 &        128 \\
 come                & True        & 16           &      15 &          17160 &        129 \\
 go                  & True        & 16           &      15 &          17216 &        130 \\
 go                  & False       & 17           &      15 &          17216 &        130 \\
 sirrah              & True        & 16           &      15 &          17272 &        131 \\
 trudge              & True        & 16           &      15 &          17328 &        132 \\
 fair                & False       & 23           &      15 &          17360 &        132 \\
 verona              & True        & 16           &      15 &          17416 &        133 \\
 find                & True        & 16           &      15 &          17472 &        134 \\
 persons             & True        & 16           &      15 &          17528 &        135 \\
 whose               & False       & 17           &      15 &          17528 &        135 \\
 names               & True        & 16           &      15 &          17584 &        136 \\
 written             & True        & 16           &      15 &          17640 &        137 \\
 gives               & True        & 16           &      15 &          17696 &        138 \\
 paper               & True        & 16           &      15 &          17752 &        139 \\
 say                 & False       & 16           &      15 &          17752 &        139 \\
 house               & False       & 17           &      15 &          17752 &        139 \\
 welcome             & False       & 16           &      15 &          17752 &        139 \\
 pleasure            & True        & 16           &      15 &          17816 &        140 \\
 stay                & True        & 16           &      15 &          17872 &        141 \\
 exeunt              & True        & 16           &      15 &          17928 &        142 \\
 capulet             & False       & 23           &      15 &          17896 &        142 \\
 paris               & False       & 18           &      15 &          17896 &        142 \\
 servant             & True        & 16           &      15 &          17952 &        143 \\
 find                & False       & 17           &      15 &          17952 &        143 \\
 whose               & False       & 18           &      15 &          17952 &        143 \\
 names               & False       & 17           &      15 &          17952 &        143 \\
 written             & False       & 17           &      15 &          17952 &        143 \\
 written             & False       & 18           &      15 &          17952 &        143 \\
 shoemaker           & True        & 16           &      15 &          18016 &        144 \\
